ProductId,Gender,Category,SubCategory,ProductType,Colour,Usage,ProductTitle,Image,ImageURL
24906,Boys,Apparel,Topwear,Tshirts,Pink,Casual,United Colors of Benetton Kids Boys Pink Printed T-shirt,24906.jpg,http://assets.myntassets.com/v1/images/style/properties/2a9fe9e548d2210462c9f41edb4f17e0_images.jpg
35874,Boys,Apparel,Topwear,Tshirts,Grey,Casual,Marvel Boys Comics Grey T-shirt,35874.jpg,http://assets.myntassets.com/v1/images/style/properties/6089cfbf613cc316d97cfdd32626cefa_images.jpg
35880,Boys,Apparel,Topwear,Tshirts,White,Casual,Jungle Book Boys Royal White T-shirt,35880.jpg,http://assets.myntassets.com/v1/images/style/properties/Jungle-Book-Boys-Royal-White-T-shirt_31a7b0991a3df5d48939842620fc4765_images.jpg
9952,Boys,Apparel,Topwear,Tshirts,Red,Casual,Disney Kids Boys Little Captain Pack of 2 Red Green T-shirt,9952.jpg,http://assets.myntassets.com/v1/images/style/properties/82e8fb5d4bb142903a040bd326ce76fb_images.jpg
37344,Boys,Apparel,Topwear,Tshirts,Red,Casual,U.S. Polo Assn Boys Red T-Shirt,37344.jpg,http://assets.myntassets.com/v1/images/style/properties/US-POLO-ASSN-Boys-Red-T-shirt_12dbc8d114fbef053dd9311bc4179f72_images.jpg
37512,Boys,Apparel,Socks,Booties,Blue,Casual,Madagascar 3 Infant Boys Blue Booties,37512.jpg,http://assets.myntassets.com/v1/images/style/properties/17c6a460e9fa1f16f084afc922fdfe92_images.jpg
41754,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boys Printed White T-shirt,41754.jpg,http://assets.myntassets.com/v1/images/style/properties/713f82eea13fbd91a590c2926ae99be8_images.jpg
33146,Boys,Apparel,Bottomwear,Shorts,Blue,Casual,Gini and Jony Boys Blue Shorts,33146.jpg,http://assets.myntassets.com/v1/images/style/properties/5e4e78593c924109d65978ca09ca44fe_images.jpg
35887,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Jungle Book Boys Mowgali Yellow T-shirt,35887.jpg,http://assets.myntassets.com/v1/images/style/properties/fa6ec7a5404534e4974d09a421ac2825_images.jpg
35873,Boys,Apparel,Topwear,Tshirts,White,Casual,Marvel Boys Comics White T-shirt,35873.jpg,http://assets.myntassets.com/v1/images/style/properties/bb50279ae21ccb32ed2fd9cecb193521_images.jpg
33141,Boys,Apparel,Topwear,Tshirts,Green,Casual,Palm Tree Boys Printed Green T-shirt,33141.jpg,http://assets.myntassets.com/v1/images/style/properties/1eb7fb527f85ba592d78e6c088c97944_images.jpg
41753,Boys,Apparel,Topwear,Tshirts,Red,Casual,Doodle Boys Printed Red T-shirt,41753.jpg,http://assets.myntassets.com/v1/images/style/properties/5289b60d922aae11c29ce2000facfe98_images.jpg
37515,Boys,Apparel,Bottomwear,Leggings,Blue,Casual,Madagascar3 Infant Boys Blue Leggings,37515.jpg,http://assets.myntassets.com/v1/images/style/properties/bd1e49b3747f15406d532fcfac22173a_images.jpg
37343,Boys,Apparel,Topwear,Tshirts,Black,Casual,U.S. Polo Assn Boys Black T-Shirt,37343.jpg,http://assets.myntassets.com/v1/images/style/properties/US-POLO-ASSN-Boys-Black-T-shirt_6c1598e8e868bc6902d7fa5c8f042e3a_images.jpg
24937,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,United Colors of Benetton Kids Boys Navy Blue T-shirt,24937.jpg,http://assets.myntassets.com/v1/images/style/properties/7ad10ac3a9fb8c63f0ee4866c699c06e_images.jpg
48247,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Avengers Boys Blue Printed T-shirt,48247.jpg,http://assets.myntassets.com/v1/images/style/properties/d4b3bf954c7568f232ad5d3f56325b3f_images.jpg
43690,Boys,Apparel,Topwear,Tshirts,Red,Casual,Doodle Boys Printed Red T-shirt,43690.jpg,http://assets.myntassets.com/v1/images/style/properties/287e56662302186ed9edf270b1f148c1_images.jpg
37523,Boys,Apparel,Topwear,Rompers,Yellow,Casual,Madagascar3 Infant Boys Lemon Yellow Snapsuit Romper,37523.jpg,http://assets.myntassets.com/v1/images/style/properties/5a08546e02ee85494c8940e0fe8a3a3a_images.jpg
24908,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,United Colors of Benetton Kids Boys Yellow Printed T-shirt,24908.jpg,http://assets.myntassets.com/v1/images/style/properties/685b8e8ec7ccc3d932fd2c49437a871a_images.jpg
48240,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Avengers Boys Yellow Printed T-shirt,48240.jpg,http://assets.myntassets.com/v1/images/style/properties/bfeb60449c03faed32a42e8d74371044_images.jpg
37524,Boys,Apparel,Topwear,Rompers,Blue,Casual,Madagascar3 Infant Boys Light Blue Snapsuit Romper,37524.jpg,http://assets.myntassets.com/v1/images/style/properties/1ed5e3016f7bf021add2fd67ac735d80_images.jpg
43697,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boys Printed White T-shirt,43697.jpg,http://assets.myntassets.com/v1/images/style/properties/8c6cba3b61d8c9cba2eb7789a9b3a8a1_images.jpg
42583,Boys,Apparel,Topwear,Waistcoat,Navy Blue,Casual,United Colors of Benetton Boys Navy Blue Waistcoat,42583.jpg,http://assets.myntassets.com/v1/images/style/properties/97efb5081c7061b3a4f87dcce29be8b7_images.jpg
35889,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Jungle Book Boys Follow The Tracks Yellow T-shirt,35889.jpg,http://assets.myntassets.com/v1/images/style/properties/3805b862ccc50b19da4c69fdb9ae85f4_images.jpg
38960,Boys,Apparel,Topwear,Tshirts,Grey,Casual,Gini and Jony Boys Printed Grey T-shirt,38960.jpg,http://assets.myntassets.com/v1/images/style/properties/a6e556650d0621f9d64c72fa2bfd7b6c_images.jpg
36200,Boys,Apparel,Topwear,Jackets,Red,Casual,Gini Jony Boys Printed Red Jacket,36200.jpg,http://assets.myntassets.com/v1/images/style/properties/8f3abb6016a6df37508e7397a062fbb0_images.jpg
2722,Boys,Apparel,Bottomwear,Shorts,Blue,Casual,Disney Kids Boy's Denim Mickey Surf Kidswear,2722.jpg,http://assets.myntassets.com/v1/images/style/properties/2b55b35074d1847bed5607f923575507_images.jpg
38994,Boys,Apparel,Bottomwear,Jeans,Blue,Casual,Gini and Jony Boys Jeans Blue Jeans,38994.jpg,http://assets.myntassets.com/v1/images/style/properties/16ba255223a658831aefedb42170e525_images.jpg
31446,Boys,Apparel,Topwear,Tshirts,Green,Sports,Nike Boys Running Green Jersey,31446.jpg,http://assets.myntassets.com/v1/images/style/properties/5d8898ee3cc4ea45ab228a581413bee9_images.jpg
38993,Boys,Apparel,Bottomwear,Jeans,Blue,Casual,Gini and Jony Boys Rodeo Blue Jeans,38993.jpg,http://assets.myntassets.com/v1/images/style/properties/829c49c4d8b2a8827ad0d97efc685dc9_images.jpg
22638,Boys,Apparel,Topwear,Tshirts,Grey,Casual,Nike Kids Boys Printed Grey T-shirt,22638.jpg,http://assets.myntassets.com/v1/images/style/properties/a3c1f5e2e4fa51f0b7bbee029c51ca27_images.jpg
38958,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,Gini and Jony Boys Printed Navy Blue T-shirt,38958.jpg,http://assets.myntassets.com/v1/images/style/properties/757bf823885db1c2c3aff89e2237546c_images.jpg
41990,Boys,Apparel,Topwear,Shirts,Black,Casual,Gini and Jony Boys Check Black Shirt,41990.jpg,http://assets.myntassets.com/v1/images/style/properties/de3fba45c98d9b6699d38d3e1e0bd191_images.jpg
36003,Boys,Apparel,Topwear,Tshirts,Green,Casual,Ben 10 Boys Crew Green T-shirt,36003.jpg,http://assets.myntassets.com/v1/images/style/properties/4f10d148f6155bd4dbbe078732a1ba63_images.jpg
34102,Boys,Apparel,Topwear,Tshirts,Pink,Casual,Doodle Boys Printed Pink T-shirt,34102.jpg,http://assets.myntassets.com/v1/images/style/properties/93b67585c3494e708af7b8688b9827ad_images.jpg
52122,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boys white Printed T-Shirt,52122.jpg,http://assets.myntassets.com/v1/images/style/properties/a44dc9e023cb253fe2049a7cda564694_images.jpg
35440,Boys,Apparel,Topwear,Shirts,Black,Casual,Doodle Boys Check Black Shirt,35440.jpg,http://assets.myntassets.com/v1/images/style/properties/85820fdaaa1cea043a48858edbe7ca16_images.jpg
21843,Boys,Apparel,Topwear,Tshirts,Green,Casual,Chhota Bheem Kids Boys Lost Alien Green T-shirt,21843.jpg,http://assets.myntassets.com/v1/images/style/properties/bf0a793b586c8bec7148358f79401ddd_images.jpg
38956,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Gini and Jony Boys Printed Blue T-shirt,38956.jpg,http://assets.myntassets.com/v1/images/style/properties/90bce02759035ec8637c5b3db5a3a8ea_images.jpg
34105,Boys,Apparel,Bottomwear,Shorts,Blue,Casual,Doodle Boys Check Blue Shorts,34105.jpg,http://assets.myntassets.com/v1/images/style/properties/5631a2b491808866d9f10d9c23d75cf0_images.jpg
2714,Boys,Apparel,Topwear,Tshirts,Red,Casual,Disney Kids Boy's Red Goofy Surf Kidswear,2714.jpg,http://assets.myntassets.com/v1/images/style/properties/fcd278eaeace3cd6d3e6b8b13265fa2a_images.jpg
13343,Boys,Apparel,Bottomwear,Shorts,Black,Casual,Gini and Jony Boys Black Cargo Shorts,13343.jpg,http://assets.myntassets.com/v1/images/style/properties/Gini-and-Jony-Boys-Black-Cargo-Shorts_1cd0561ce5920f6b8c3f14d0b2f5c407_images.jpg
36004,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Ben 10 Boys Crew Yellow T-shirt,36004.jpg,http://assets.myntassets.com/v1/images/style/properties/d34c404a0f689f103a0714e3a846ff25_images.jpg
36209,Boys,Apparel,Topwear,Jackets,Grey,Casual,Gini Jony Boys Grey Jacket,36209.jpg,http://assets.myntassets.com/v1/images/style/properties/7f098b0a65f0b568d64eef558ceb7b92_images.jpg
31448,Boys,Apparel,Bottomwear,Shorts,Blue,Sports,Nike Boys Running Blue Shorts,31448.jpg,http://assets.myntassets.com/v1/images/style/properties/7dba165ef226b0933f095623ed84b4ea_images.jpg
34048,Boys,Apparel,Topwear,Shirts,White,Casual,Gini and Jony Boys White Shirt,34048.jpg,http://assets.myntassets.com/v1/images/style/properties/488819e45e39086f0127d430bfc66a38_images.jpg
39333,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini & Jony Boys White T-shirt,39333.jpg,http://assets.myntassets.com/v1/images/style/properties/bfc11f50c92643cc0c2e3f194a842198_images.jpg
31161,Boys,Apparel,Topwear,Blazers,Navy Blue,Casual,Gini and Jony Boys Printed Navy Blue Blazer,31161.jpg,http://assets.myntassets.com/v1/images/style/properties/c21198c696447ba6153a935980eca26e_images.jpg
35999,Boys,Apparel,Topwear,Tshirts,Red,Casual,Ben 10 Boys Crew Red T-shirt,35999.jpg,http://assets.myntassets.com/v1/images/style/properties/f7bcb72d194a30d8a291e3a87b3009b6_images.jpg
33252,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Printed White T-shirt,33252.jpg,http://assets.myntassets.com/v1/images/style/properties/75257ff08fff5c6958ce2c35feaacce8_images.jpg
36720,Boys,Apparel,Topwear,Tshirts,Black,Casual,Palm Tree Boys Printed Black T-Shirt,36720.jpg,http://assets.myntassets.com/v1/images/style/properties/a0344ed77e2694f47c4418d974ced101_images.jpg
3324,Boys,Apparel,Topwear,Tshirts,Blue,Sports,KKR Boys Fangear Tee,3324.jpg,http://assets.myntassets.com/v1/images/style/properties/90ee2e925d4247254bfa867b8f81f30b_images.jpg
39334,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini & Jony Boys White T-shirt,39334.jpg,http://assets.myntassets.com/v1/images/style/properties/a6dac6b401015770287effba0423aaf3_images.jpg
31159,Boys,Apparel,Topwear,Tshirts,Black,Casual,Gini and Jony Boys Black T-shirt,31159.jpg,http://assets.myntassets.com/v1/images/style/properties/915bb23db1a1e3b871cab0550a0ca869_images.jpg
39750,Boys,Apparel,Bottomwear,Shorts,Beige,Casual,Gini Jony Boys Beige Shorts,39750.jpg,http://assets.myntassets.com/v1/images/style/properties/146937501c522dbfd6a1f07c21dd3f72_images.jpg
36718,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Printed Yellow T-Shirt,36718.jpg,http://assets.myntassets.com/v1/images/style/properties/a27fdce353710b0c4b02aa58a15bf1ca_images.jpg
2695,Boys,Apparel,Topwear,Tshirts,White,Casual,Disney Kids Boy's Baby Mickey Surf Kidswear,2695.jpg,http://assets.myntassets.com/v1/images/style/properties/58bd470bd54ab421bf619b57010dbc35_images.jpg
37601,Boys,Apparel,Topwear,Tshirts,White,Casual,Madagascar3 Boys White Printed T-Shirt,37601.jpg,http://assets.myntassets.com/v1/images/style/properties/7e8f2277644e4c00cbc830f06c4d8810_images.jpg
33255,Boys,Apparel,Topwear,Tshirts,Green,Casual,Gini and Jony Boys Printed Green T-shirt,33255.jpg,http://assets.myntassets.com/v1/images/style/properties/b92c0f51e562342eee40b7c222fe48b3_images.jpg
31166,Boys,Apparel,Bottomwear,Shorts,Blue,Casual,Gini and Jony Boys Washed Blue Denim Shorts,31166.jpg,http://assets.myntassets.com/v1/images/style/properties/7eb094970578ba2318628d103d74a094_images.jpg
35997,Boys,Apparel,Topwear,Tshirts,Black,Casual,Ben 10 Boys Crew Black T-shirt,35997.jpg,http://assets.myntassets.com/v1/images/style/properties/c2c947285e0ca59fdeb62af57a0bbd09_images.jpg
40133,Boys,Apparel,Topwear,Shirts,Blue,Casual,Gini and Jony Boys Check Blue Shirt,40133.jpg,http://assets.myntassets.com/v1/images/style/properties/7439f5b85db383017134721a67cc6ed8_images.jpg
5486,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,Ant Kids Boy's Whats Up Navy Kidswear,5486.jpg,http://assets.myntassets.com/v1/images/style/properties/3339654c19909a62c719ec3789c6dbc9_images.jpg
31150,Boys,Apparel,Topwear,Tshirts,Navy Blue,Casual,Gini and Jony Boys Printed Navy Blue T-shirt,31150.jpg,http://assets.myntassets.com/v1/images/style/properties/c022178d134cdefba81a5e8d142ecb25_images.jpg
39759,Boys,Apparel,Bottomwear,Shorts,Brown,Casual,Gini Jony Boys Brown Shorts,39759.jpg,http://assets.myntassets.com/v1/images/style/properties/8f09ed8b627007c84e76625b5ae6daa1_images.jpg
33263,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini & Jony Boys White T-shirt,33263.jpg,http://assets.myntassets.com/v1/images/style/properties/ee227567b7744737f63d6c1eafe46c44_images.jpg
34046,Boys,Apparel,Topwear,Shirts,White,Casual,Gini and Jony Boys White Shirt,34046.jpg,http://assets.myntassets.com/v1/images/style/properties/69df9e74149223f8d7954e7bfb151a1c_images.jpg
8355,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Doodle Boy's I am Handsome No1 Yellow Kidswear,8355.jpg,http://assets.myntassets.com/v1/images/style/properties/cd2d5fd6944f9a379286a05cdc680d8a_images.jpg
33264,Boys,Apparel,Bottomwear,Shorts,Beige,Casual,Gini and Jony Boys Beige Shorts,33264.jpg,http://assets.myntassets.com/v1/images/style/properties/3efc9c6fdf7781f68aa3ea66469bb5b5_images.jpg
36716,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Printed White T-Shirt,36716.jpg,http://assets.myntassets.com/v1/images/style/properties/6dbdedba21813acab6c5f184f58641eb_images.jpg
34041,Boys,Apparel,Topwear,Shirts,Red,Casual,Gini and Jony Boys Check Red Shirt,34041.jpg,http://assets.myntassets.com/v1/images/style/properties/a96efca0f29cae8afbea610f0eeab7a8_images.jpg
31157,Boys,Apparel,Topwear,Tshirts,Green,Casual,Gini and Jony Boys Green T-shirt,31157.jpg,http://assets.myntassets.com/v1/images/style/properties/aa201fef5e930886c0b73018155aa69f_images.jpg
41012,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Pack Of Two White T-shirt,41012.jpg,http://assets.myntassets.com/v1/images/style/properties/ba61e977db51a300f6720ba3730d8d75_images.jpg
50194,Boys,Apparel,Topwear,Tshirts,Black,Casual,Gini and Jony Boys Black T-shirt,50194.jpg,http://assets.myntassets.com/v1/images/style/properties/0fbddfb7b4d428055c7ee385bffc655e_images.jpg
40134,Boys,Apparel,Topwear,Shirts,Black,Casual,Gini and Jony Boys Check Black Shirt,40134.jpg,http://assets.myntassets.com/v1/images/style/properties/f61c1fd89018c409390b1535622276fc_images.jpg
31103,Boys,Apparel,Topwear,Tshirts,Black,Casual,Gini and Jony Boys Printed Black T-shirt,31103.jpg,http://assets.myntassets.com/v1/images/style/properties/d9aef410abb4119dce3969e31147c8c0_images.jpg
5421,Boys,Apparel,Topwear,Tshirts,White,Casual,Ant Kids Boy's Love This Game White Kidswear,5421.jpg,http://assets.myntassets.com/v1/images/style/properties/be814fca0af0303241927427677824ba_images.jpg
36326,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Mr. Men Boys Mr. Noisy Yellow T-shirt,36326.jpg,http://assets.myntassets.com/v1/images/style/properties/29fa18e7de03ea416069c617f6dcf82d_images.jpg
40160,Boys,Apparel,Bottomwear,Jeans,Navy Blue,Casual,Gini and Jony Boys Raw Wash Navy Blue Jeans,40160.jpg,http://assets.myntassets.com/v1/images/style/properties/46eb5d79abc8be2579ff33ed1b812a02_images.jpg
38248,Boys,Apparel,Topwear,Tshirts,Multi,Casual,Batman Boys Multi Coloured T-shirt,38248.jpg,http://assets.myntassets.com/v1/images/style/properties/1b57911239cc718350f2fb20da8e6ab9_images.jpg
36319,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Mr. Men Boys Tickle Yellow T-shirt,36319.jpg,http://assets.myntassets.com/v1/images/style/properties/6730d4bb8e3b17407a7bac0cfbc85b43_images.jpg
38283,Boys,Apparel,Topwear,Tshirts,Green,Casual,Marvel Boys Green T-Shirt,38283.jpg,http://assets.myntassets.com/v1/images/style/properties/2800c8f9f63c160ac3c78fdb91e22f77_images.jpg
54907,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Do u speak green Boys T-shirt,54907.jpg,http://assets.myntassets.com/v1/images/style/properties/Do-u-speak-green-Boys-T-shirt_4ed10aedafa3f27383929a0cc5b1ca04_images.jpg
31104,Boys,Apparel,Topwear,Tshirts,Red,Casual,Gini and Jony Boys Pack of 2 T-shirts,31104.jpg,http://assets.myntassets.com/v1/images/style/properties/80703a7e9a673c6ac848d793c680cc75_images.jpg
8339,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boy's 77 Juniors League White Black Teen Kidswear,8339.jpg,http://assets.myntassets.com/v1/images/style/properties/01430799747ebd69884ad71598795c23_images.jpg
5426,Boys,Apparel,Topwear,Tshirts,Black,Casual,Ant Kids Boy's Black Cartoon Pop Kidswear,5426.jpg,http://assets.myntassets.com/v1/images/style/properties/02e93a8d02acd1a9ad6772c59c6daf5a_images.jpg
36321,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Mr.Men Boys A Lot Of Work Blue T-shirt,36321.jpg,http://assets.myntassets.com/v1/images/style/properties/1eaf2f8f8a1aa9825d5f96129f3ac6d5_images.jpg
25504,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Doodle Kids Boys Soccer Blue T-Shirt,25504.jpg,http://assets.myntassets.com/v1/images/style/properties/5df6d925769044657cd5b801e88cde80_images.jpg
4190,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Disney Kids Boy's Yellow Little Friends Kidswear,4190.jpg,http://assets.myntassets.com/v1/images/style/properties/d557b76f1e3b2953c91f08ffe0800760_images.jpg
5419,Boys,Apparel,Topwear,Tshirts,Black,Casual,Ant Kids Boy's Musical Buzz Black Red Kidswear,5419.jpg,http://assets.myntassets.com/v1/images/style/properties/9e68412f228c21f02a9c8e53afcbfb79_images.jpg
38284,Boys,Apparel,Topwear,Tshirts,Green,Casual,Marvel Boys Green Printed T-shirt,38284.jpg,http://assets.myntassets.com/v1/images/style/properties/19033f3eab9e938ee9040733b9dfcd76_images.jpg
40151,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys United White T-shirt,40151.jpg,http://assets.myntassets.com/v1/images/style/properties/5a8c945a7581b0ddbf67aff3f734c709_images.jpg
34024,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Printed White T-shirt,34024.jpg,http://assets.myntassets.com/v1/images/style/properties/32b94ef5453717758e1251ff617517b9_images.jpg
36317,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Mr.Men Boys Blazing Yellow T-shirt,36317.jpg,http://assets.myntassets.com/v1/images/style/properties/d0999b627d8073d64c917be63ae84b65_images.jpg
24873,Boys,Apparel,Topwear,Tshirts,White,Casual,United Colors of Benetton Kids Boys White Striped T-shirt,24873.jpg,http://assets.myntassets.com/v1/images/style/properties/f3bd7cb3642f87d379e544d930008af1_images.jpg
40952,Boys,Apparel,Topwear,Tshirts,Red,Casual,Gini and Jony Boys Wild West Red T-shirt,40952.jpg,http://assets.myntassets.com/v1/images/style/properties/d494b4e44267c1a5e8d863a13fa04375_images.jpg
38246,Boys,Apparel,Topwear,Tshirts,Green,Casual,Batman Boys Green Printed T-shirt,38246.jpg,http://assets.myntassets.com/v1/images/style/properties/85a3c29b3ad8a9e7f5efe3754298dd44_images.jpg
8330,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boy's Car Print White Green Blue Kidswear,8330.jpg,http://assets.myntassets.com/v1/images/style/properties/57b9bc22ec9b0986667566d262ad2444_images.jpg
4199,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Disney Kids Boy's Yellow Royal Sailing Kidswear,4199.jpg,http://assets.myntassets.com/v1/images/style/properties/71fc375f47e04bebfb969805b6030d45_images.jpg
38884,Boys,Apparel,Topwear,Tshirts,Red,Casual,Allen Solly Kids Boys Flock Print Red T-shirt,38884.jpg,http://assets.myntassets.com/v1/images/style/properties/4c950f476e72f7461569962b70071b1a_images.jpg
36310,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Mr.Men Boys Blazing Yellow T-shirt,36310.jpg,http://assets.myntassets.com/v1/images/style/properties/7e9f23a79d3c8686bfd132354d16c539_images.jpg
34023,Boys,Apparel,Topwear,Tshirts,Green,Casual,Palm Tree Boys Printed Green T-shirt,34023.jpg,http://assets.myntassets.com/v1/images/style/properties/0e920cd506d955d767b0c3c9f19825e7_images.jpg
8337,Boys,Apparel,Topwear,Tshirts,Red,Casual,Doodle Boy's 77 Juniors League Red White Teen Kidswear,8337.jpg,http://assets.myntassets.com/v1/images/style/properties/60d9b685c837cc43dcade43cce424b41_images.jpg
40955,Boys,Apparel,Topwear,Tshirts,Red,Casual,Gini and Jony Boys Rodeo Red T-shirt,40955.jpg,http://assets.myntassets.com/v1/images/style/properties/cd99558b2e3241e5d0437e6f258ed885_images.jpg
24874,Boys,Apparel,Topwear,Tshirts,Maroon,Casual,United Colors of Benetton Kids Boys Maroon Striped T-shirt,24874.jpg,http://assets.myntassets.com/v1/images/style/properties/4859f68fb64d6537f28efd882cafcd33_images.jpg
17807,Boys,Apparel,Topwear,Tshirts,Rust,Casual,Chhota Bheem Kids Boys Yeh Dosthi Rust Tshirt,17807.jpg,http://assets.myntassets.com/v1/images/style/properties/044aef7d19debb518ea51bd2bf071032_images.jpg
8354,Boys,Apparel,Topwear,Tshirts,Brown,Casual,Doodle Boy's I am Handsome No1 Rust Kidswear,8354.jpg,http://assets.myntassets.com/v1/images/style/properties/a19291631cb12acf95943a5e99f270dd_images.jpg
38480,Boys,Apparel,Topwear,Tshirts,Red,Casual,Gini and Jony Boys United Red T-shirt,38480.jpg,http://assets.myntassets.com/v1/images/style/properties/c1b293ca5e1d0ef16002080c560123ce_images.jpg
40135,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Aviator White T-shirt,40135.jpg,http://assets.myntassets.com/v1/images/style/properties/092bab706f7c575225349794a1288d00_images.jpg
43582,Boys,Apparel,Topwear,Shirts,White,Casual,Gini and Jony Boys White Check Shirt,43582.jpg,http://assets.myntassets.com/v1/images/style/properties/55d6c3cea8c394967f6a929b20817588_images.jpg
50195,Boys,Apparel,Topwear,Tshirts,Black,Casual,Gini and Jony Boys Black T-shirt,50195.jpg,http://assets.myntassets.com/v1/images/style/properties/9cdecf3f7c316fbf18ed2921198cc77c_images.jpg
36717,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Printed Yellow T-Shirt,36717.jpg,http://assets.myntassets.com/v1/images/style/properties/ccc4e1f81c66b069999791eeb305f378_images.jpg
34040,Boys,Apparel,Topwear,Shirts,Red,Casual,Gini and Jony Boys Check Red Shirt,34040.jpg,http://assets.myntassets.com/v1/images/style/properties/ef2d079d1ada37c6d9bc9fdfc66b9f47_images.jpg
31156,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Gini and Jony Boys Blue T-shirt,31156.jpg,http://assets.myntassets.com/v1/images/style/properties/681cf484d10fb7fc44ab65879a598bc1_images.jpg
35996,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Ben 10 Boys Crew Yellow T-shirt,35996.jpg,http://assets.myntassets.com/v1/images/style/properties/633f5bc72f3436bd03e24dad71b9010a_images.jpg
8353,Boys,Apparel,Topwear,Tshirts,White,Casual,Doodle Boy's Original Royal Classic White Kidswear,8353.jpg,http://assets.myntassets.com/v1/images/style/properties/ebbe03a3be01d5c8eeff8e6e268a1e8c_images.jpg
31151,Boys,Apparel,Topwear,Tshirts,Blue,Casual,Gini and Jony Boys Printed Blue T-shirt,31151.jpg,http://assets.myntassets.com/v1/images/style/properties/d65f4d8829760e5ee0cadf105b1d9343_images.jpg
39758,Boys,Apparel,Bottomwear,Shorts,Brown,Casual,Gini Jony Boys Brown Shorts,39758.jpg,http://assets.myntassets.com/v1/images/style/properties/0df1c66bde73fc88c88e47b6bbb616da_images.jpg
33262,Boys,Apparel,Topwear,Tshirts,White,Casual,Gini and Jony Boys Printed White T-shirt,33262.jpg,http://assets.myntassets.com/v1/images/style/properties/e647e703ac723147ccadcbcac885c880_images.jpg
40132,Boys,Apparel,Topwear,Shirts,Red,Casual,Gini and Jony Boys Authentic Red Shirt,40132.jpg,http://assets.myntassets.com/v1/images/style/properties/38e2fcfbeaa8a8950f0eb50f13120800_images.jpg
31158,Boys,Apparel,Topwear,Tshirts,Yellow,Casual,Gini and Jony Boys Yellow T-shirt,31158.jpg,http://assets.myntassets.com/v1/images/style/properties/4f7b1f58f01cc248b3d1c5f5cf638896_images.jpg
36719,Boys,Apparel,Topwear,Tshirts,Black,Casual,Gini and Jony Boys Printed Black T-Shirt,36719.jpg,http://assets.myntassets.com/v1/images/style/properties/acd76992b083c7c38cfc22a38901cc74_images.jpg
36726,Boys,Apparel,Topwear,Tshirts,Black,Casual,Gini and Jony Boys Polo Black T-Shirt,36726.jpg,http://assets.myntassets.com/v1/images/style/properties/3f39f1be7488196e23db13b5e8652136_images.jpg
33254,Boys,Apparel,Topwear,Tshirts,Red,Casual,Gini and Jony Boys Red T-shirt,33254.jpg,http://assets.myntassets.com/v1/images/style/properties/9d5f8f4dac8cf2230080359bded831c1_images.jpg
2694,Boys,Apparel,Topwear,Shirts,Red,Casual,Disney Kids Boy's Red Twofur Layered Kidswear,2694.jpg,http://assets.myntassets.com/v1/images/style/properties/a708588940cf342ea8926b811ac9ce42_images.jpg
3322,Boys,Apparel,Topwear,Tshirts,Blue,Sports,KKR Boys Fangear Polo Jersey,3322.jpg,http://assets.myntassets.com/v1/images/style/properties/KKR-Boys-Fangear-Polo-Jersey_c57446313d4ab98c58239852f8ff89ef_images.jpg
